Customer_ID,Customer_Name,Salary_Level,Date,Category,Daily_Spend
1,Alice Smith,Low,2024-01-08,Healthcare,1054
1,Alice Smith,Low,2024-01-08,Electronics,801
1,Alice Smith,Low,2024-01-08,Utilities,699
1,Alice Smith,Low,2024-01-09,Groceries,1392
1,Alice Smith,Low,2024-01-09,Dining,1942
1,Alice Smith,Low,2024-01-09,Travel,1562
1,Alice Smith,Low,2024-01-09,Shopping,806
1,Alice Smith,Low,2024-01-09,Entertainment,1527
1,Alice Smith,Low,2024-01-09,Healthcare,1600
1,Alice Smith,Low,2024-01-09,Electronics,967
1,Alice Smith,Low,2024-01-09,Utilities,678
1,Alice Smith,Low,2024-01-10,Groceries,1144
1,Alice Smith,Low,2024-01-10,Dining,775
1,Alice Smith,Low,2024-01-10,Travel,1675
1,Alice Smith,Low,2024-01-10,Shopping,1687
1,Alice Smith,Low,2024-01-10,Entertainment,1813
1,Alice Smith,Low,2024-01-10,Healthcare,1901
1,Alice Smith,Low,2024-01-10,Electronics,1120
1,Alice Smith,Low,2024-01-10,Utilities,1137
1,Alice Smith,Low,2024-01-11,Groceries,1833
1,Alice Smith,Low,2024-01-11,Dining,1429
1,Alice Smith,Low,2024-01-11,Travel,1912
1,Alice Smith,Low,2024-01-11,Shopping,682
1,Alice Smith,Low,2024-01-11,Entertainment,1829
1,Alice Smith,Low,2024-01-11,Healthcare,571
1,Alice Smith,Low,2024-01-11,Electronics,1742
1,Alice Smith,Low,2024-01-11,Utilities,1218
1,Alice Smith,Low,2024-01-12,Groceries,1696
1,Alice Smith,Low,2024-01-12,Dining,1795
1,Alice Smith,Low,2024-01-12,Travel,1225
1,Alice Smith,Low,2024-01-12,Shopping,1991
1,Alice Smith,Low,2024-01-12,Entertainment,768
1,Alice Smith,Low,2024-01-12,Healthcare,1543
1,Alice Smith,Low,2024-01-12,Electronics,1077
1,Alice Smith,Low,2024-01-12,Utilities,1494
1,Alice Smith,Low,2024-01-13,Groceries,1314
1,Alice Smith,Low,2024-01-13,Dining,646
1,Alice Smith,Low,2024-01-13,Travel,1952
1,Alice Smith,Low,2024-01-13,Shopping,1688
1,Alice Smith,Low,2024-01-13,Entertainment,1389
1,Alice Smith,Low,2024-01-13,Healthcare,809
1,Alice Smith,Low,2024-01-13,Electronics,1017
1,Alice Smith,Low,2024-01-13,Utilities,513
1,Alice Smith,Low,2024-01-14,Groceries,631
1,Alice Smith,Low,2024-01-14,Dining,1254
1,Alice Smith,Low,2024-01-14,Travel,938
1,Alice Smith,Low,2024-01-14,Shopping,1242
1,Alice Smith,Low,2024-01-14,Entertainment,1239
1,Alice Smith,Low,2024-01-14,Healthcare,1294
1,Alice Smith,Low,2024-01-14,Electronics,762
1,Alice Smith,Low,2024-01-14,Utilities,1142
1,Alice Smith,Low,2024-01-15,Groceries,1748
1,Alice Smith,Low,2024-01-15,Dining,757
1,Alice Smith,Low,2024-01-15,Travel,1757
1,Alice Smith,Low,2024-01-15,Shopping,1859
1,Alice Smith,Low,2024-01-15,Entertainment,908
1,Alice Smith,Low,2024-01-15,Healthcare,1474
1,Alice Smith,Low,2024-01-15,Electronics,1547
1,Alice Smith,Low,2024-01-15,Utilities,770
1,Alice Smith,Low,2024-01-16,Groceries,1618
1,Alice Smith,Low,2024-01-16,Dining,641
1,Alice Smith,Low,2024-01-16,Travel,1401
1,Alice Smith,Low,2024-01-16,Shopping,1473
1,Alice Smith,Low,2024-01-16,Entertainment,1604
1,Alice Smith,Low,2024-01-16,Healthcare,773
1,Alice Smith,Low,2024-01-16,Electronics,775
1,Alice Smith,Low,2024-01-16,Utilities,964
1,Alice Smith,Low,2024-01-17,Groceries,1731
1,Alice Smith,Low,2024-01-17,Dining,1819
1,Alice Smith,Low,2024-01-17,Travel,1562
1,Alice Smith,Low,2024-01-17,Shopping,787
1,Alice Smith,Low,2024-01-17,Entertainment,1647
1,Alice Smith,Low,2024-01-17,Healthcare,1375
1,Alice Smith,Low,2024-01-17,Electronics,1806
1,Alice Smith,Low,2024-01-17,Utilities,1377
1,Alice Smith,Low,2024-01-18,Groceries,679
1,Alice Smith,Low,2024-01-18,Dining,1620
1,Alice Smith,Low,2024-01-18,Travel,1714
1,Alice Smith,Low,2024-01-18,Shopping,1597
1,Alice Smith,Low,2024-01-18,Entertainment,946
1,Alice Smith,Low,2024-01-18,Healthcare,1284
1,Alice Smith,Low,2024-01-18,Electronics,1060
1,Alice Smith,Low,2024-01-18,Utilities,983
1,Alice Smith,Low,2024-01-19,Groceries,1348
1,Alice Smith,Low,2024-01-19,Dining,1221
1,Alice Smith,Low,2024-01-19,Travel,615
1,Alice Smith,Low,2024-01-19,Shopping,1034
1,Alice Smith,Low,2024-01-19,Entertainment,1621
1,Alice Smith,Low,2024-01-19,Healthcare,1851
1,Alice Smith,Low,2024-01-19,Electronics,906
1,Alice Smith,Low,2024-01-19,Utilities,1836
1,Alice Smith,Low,2024-01-20,Groceries,1193
1,Alice Smith,Low,2024-01-20,Dining,1671
1,Alice Smith,Low,2024-01-20,Travel,1865
1,Alice Smith,Low,2024-01-20,Shopping,994
1,Alice Smith,Low,2024-01-20,Entertainment,1447
1,Alice Smith,Low,2024-01-20,Healthcare,522
1,Alice Smith,Low,2024-01-20,Electronics,1628
1,Alice Smith,Low,2024-01-20,Utilities,1057
1,Alice Smith,Low,2024-01-21,Groceries,1440
1,Alice Smith,Low,2024-01-21,Dining,1745
1,Alice Smith,Low,2024-01-21,Travel,1354
1,Alice Smith,Low,2024-01-21,Shopping,1538
1,Alice Smith,Low,2024-01-21,Entertainment,1390
1,Alice Smith,Low,2024-01-21,Healthcare,577
1,Alice Smith,Low,2024-01-21,Electronics,1845
1,Alice Smith,Low,2024-01-21,Utilities,1306
1,Alice Smith,Low,2024-01-22,Groceries,1764
1,Alice Smith,Low,2024-01-22,Dining,1541
1,Alice Smith,Low,2024-01-22,Travel,1267
1,Alice Smith,Low,2024-01-22,Shopping,953
1,Alice Smith,Low,2024-01-22,Entertainment,1966
1,Alice Smith,Low,2024-01-22,Healthcare,1427
1,Alice Smith,Low,2024-01-22,Electronics,776
1,Alice Smith,Low,2024-01-22,Utilities,1947
1,Alice Smith,Low,2024-01-23,Groceries,1999
1,Alice Smith,Low,2024-01-23,Dining,1550
1,Alice Smith,Low,2024-01-23,Travel,1013
1,Alice Smith,Low,2024-01-23,Shopping,963
1,Alice Smith,Low,2024-01-23,Entertainment,1306
1,Alice Smith,Low,2024-01-23,Healthcare,1323
1,Alice Smith,Low,2024-01-23,Electronics,862
1,Alice Smith,Low,2024-01-23,Utilities,1906
1,Alice Smith,Low,2024-01-24,Groceries,1250
1,Alice Smith,Low,2024-01-24,Dining,1024
1,Alice Smith,Low,2024-01-24,Travel,1905
1,Alice Smith,Low,2024-01-24,Shopping,1707
1,Alice Smith,Low,2024-01-24,Entertainment,1717
1,Alice Smith,Low,2024-01-24,Healthcare,1985
1,Alice Smith,Low,2024-01-24,Electronics,555
1,Alice Smith,Low,2024-01-24,Utilities,1753
1,Alice Smith,Low,2024-01-25,Groceries,988
1,Alice Smith,Low,2024-01-25,Dining,1551
1,Alice Smith,Low,2024-01-25,Travel,1221
1,Alice Smith,Low,2024-01-25,Shopping,1707
1,Alice Smith,Low,2024-01-25,Entertainment,1948
1,Alice Smith,Low,2024-01-25,Healthcare,1898
1,Alice Smith,Low,2024-01-25,Electronics,540
1,Alice Smith,Low,2024-01-25,Utilities,1503
1,Alice Smith,Low,2024-01-26,Groceries,759
1,Alice Smith,Low,2024-01-26,Dining,940
1,Alice Smith,Low,2024-01-26,Travel,1425
1,Alice Smith,Low,2024-01-26,Shopping,1355
1,Alice Smith,Low,2024-01-26,Entertainment,583
1,Alice Smith,Low,2024-01-26,Healthcare,545
1,Alice Smith,Low,2024-01-26,Electronics,939
1,Alice Smith,Low,2024-01-26,Utilities,1485
1,Alice Smith,Low,2024-01-27,Groceries,1961
1,Alice Smith,Low,2024-01-27,Dining,635
1,Alice Smith,Low,2024-01-27,Travel,1706
1,Alice Smith,Low,2024-01-27,Shopping,1695
1,Alice Smith,Low,2024-01-27,Entertainment,1408
1,Alice Smith,Low,2024-01-27,Healthcare,1360
1,Alice Smith,Low,2024-01-27,Electronics,1287
1,Alice Smith,Low,2024-01-27,Utilities,1089
1,Alice Smith,Low,2024-01-28,Groceries,1455
1,Alice Smith,Low,2024-01-28,Dining,1189
1,Alice Smith,Low,2024-01-28,Travel,1038
1,Alice Smith,Low,2024-01-28,Shopping,1643
1,Alice Smith,Low,2024-01-28,Entertainment,1804
1,Alice Smith,Low,2024-01-28,Healthcare,1831
1,Alice Smith,Low,2024-01-28,Electronics,1207
1,Alice Smith,Low,2024-01-28,Utilities,1800
1,Alice Smith,Low,2024-01-29,Groceries,794
1,Alice Smith,Low,2024-01-29,Dining,552
1,Alice Smith,Low,2024-01-29,Travel,1305
1,Alice Smith,Low,2024-01-29,Shopping,1955
1,Alice Smith,Low,2024-01-29,Entertainment,551
1,Alice Smith,Low,2024-01-29,Healthcare,1227
1,Alice Smith,Low,2024-01-29,Electronics,571
1,Alice Smith,Low,2024-01-29,Utilities,527
1,Alice Smith,Low,2024-01-30,Groceries,968
1,Alice Smith,Low,2024-01-30,Dining,1263
1,Alice Smith,Low,2024-01-30,Travel,1385
1,Alice Smith,Low,2024-01-30,Shopping,1411
1,Alice Smith,Low,2024-01-30,Entertainment,1046
1,Alice Smith,Low,2024-01-30,Healthcare,1924
1,Alice Smith,Low,2024-01-30,Electronics,700
1,Alice Smith,Low,2024-01-30,Utilities,1319
1,Alice Smith,Low,2024-01-31,Groceries,1989
1,Alice Smith,Low,2024-01-31,Dining,1059
1,Alice Smith,Low,2024-01-31,Travel,878
1,Alice Smith,Low,2024-01-31,Shopping,1700
1,Alice Smith,Low,2024-01-31,Entertainment,1575
1,Alice Smith,Low,2024-01-31,Healthcare,578
1,Alice Smith,Low,2024-01-31,Electronics,1908
1,Alice Smith,Low,2024-01-31,Utilities,1333
1,Alice Smith,Low,2024-02-01,Groceries,1531
1,Alice Smith,Low,2024-02-01,Dining,1737
1,Alice Smith,Low,2024-02-01,Travel,524
1,Alice Smith,Low,2024-02-01,Shopping,949
1,Alice Smith,Low,2024-02-01,Entertainment,1267
1,Alice Smith,Low,2024-02-01,Healthcare,1254
1,Alice Smith,Low,2024-02-01,Electronics,1980
1,Alice Smith,Low,2024-02-01,Utilities,1984
1,Alice Smith,Low,2024-02-02,Groceries,697
1,Alice Smith,Low,2024-02-02,Dining,1617
1,Alice Smith,Low,2024-02-02,Travel,936
1,Alice Smith,Low,2024-02-02,Shopping,1189
1,Alice Smith,Low,2024-02-02,Entertainment,1901
1,Alice Smith,Low,2024-02-02,Healthcare,1086
1,Alice Smith,Low,2024-02-02,Electronics,603
1,Alice Smith,Low,2024-02-02,Utilities,1126
1,Alice Smith,Low,2024-02-03,Groceries,1562
1,Alice Smith,Low,2024-02-03,Dining,957
1,Alice Smith,Low,2024-02-03,Travel,863
1,Alice Smith,Low,2024-02-03,Shopping,634
1,Alice Smith,Low,2024-02-03,Entertainment,873
1,Alice Smith,Low,2024-02-03,Healthcare,1755
1,Alice Smith,Low,2024-02-03,Electronics,538
1,Alice Smith,Low,2024-02-03,Utilities,1318
1,Alice Smith,Low,2024-02-04,Groceries,546
1,Alice Smith,Low,2024-02-04,Dining,535
1,Alice Smith,Low,2024-02-04,Travel,594
1,Alice Smith,Low,2024-02-04,Shopping,1484
1,Alice Smith,Low,2024-02-04,Entertainment,1884
1,Alice Smith,Low,2024-02-04,Healthcare,1669
1,Alice Smith,Low,2024-02-04,Electronics,867
1,Alice Smith,Low,2024-02-04,Utilities,564
1,Alice Smith,Low,2024-02-05,Groceries,1751
1,Alice Smith,Low,2024-02-05,Dining,1253
1,Alice Smith,Low,2024-02-05,Travel,1315
1,Alice Smith,Low,2024-02-05,Shopping,1255
1,Alice Smith,Low,2024-02-05,Entertainment,680
1,Alice Smith,Low,2024-02-05,Healthcare,1096
1,Alice Smith,Low,2024-02-05,Electronics,1678
1,Alice Smith,Low,2024-02-05,Utilities,1286
1,Alice Smith,Low,2024-02-06,Groceries,1126
1,Alice Smith,Low,2024-02-06,Dining,1958
1,Alice Smith,Low,2024-02-06,Travel,1622
1,Alice Smith,Low,2024-02-06,Shopping,1115
1,Alice Smith,Low,2024-02-06,Entertainment,1895
1,Alice Smith,Low,2024-02-06,Healthcare,1885
1,Alice Smith,Low,2024-02-06,Electronics,611
1,Alice Smith,Low,2024-02-06,Utilities,952
1,Alice Smith,Low,2024-02-07,Groceries,1255
1,Alice Smith,Low,2024-02-07,Dining,1692
1,Alice Smith,Low,2024-02-07,Travel,1083
1,Alice Smith,Low,2024-02-07,Shopping,638
1,Alice Smith,Low,2024-02-07,Entertainment,730
1,Alice Smith,Low,2024-02-07,Healthcare,1762
1,Alice Smith,Low,2024-02-07,Electronics,1483
1,Alice Smith,Low,2024-02-07,Utilities,752
1,Alice Smith,Low,2024-02-08,Groceries,1959
1,Alice Smith,Low,2024-02-08,Dining,1060
1,Alice Smith,Low,2024-02-08,Travel,1945
1,Alice Smith,Low,2024-02-08,Shopping,1826
1,Alice Smith,Low,2024-02-08,Entertainment,571
1,Alice Smith,Low,2024-02-08,Healthcare,1786
1,Alice Smith,Low,2024-02-08,Electronics,721
1,Alice Smith,Low,2024-02-08,Utilities,1600
1,Alice Smith,Low,2024-02-09,Groceries,561
1,Alice Smith,Low,2024-02-09,Dining,1994
1,Alice Smith,Low,2024-02-09,Travel,1680
1,Alice Smith,Low,2024-02-09,Shopping,1305
1,Alice Smith,Low,2024-02-09,Entertainment,624
1,Alice Smith,Low,2024-02-09,Healthcare,1240
1,Alice Smith,Low,2024-02-09,Electronics,660
1,Alice Smith,Low,2024-02-09,Utilities,1040
1,Alice Smith,Low,2024-02-10,Groceries,1125
1,Alice Smith,Low,2024-02-10,Dining,605
1,Alice Smith,Low,2024-02-10,Travel,1654
1,Alice Smith,Low,2024-02-10,Shopping,1880
1,Alice Smith,Low,2024-02-10,Entertainment,1275
1,Alice Smith,Low,2024-02-10,Healthcare,501
1,Alice Smith,Low,2024-02-10,Electronics,732
1,Alice Smith,Low,2024-02-10,Utilities,868
1,Alice Smith,Low,2024-02-11,Groceries,1774
1,Alice Smith,Low,2024-02-11,Dining,1445
1,Alice Smith,Low,2024-02-11,Travel,1631
1,Alice Smith,Low,2024-02-11,Shopping,1799
1,Alice Smith,Low,2024-02-11,Entertainment,679
1,Alice Smith,Low,2024-02-11,Healthcare,792
1,Alice Smith,Low,2024-02-11,Electronics,1083
1,Alice Smith,Low,2024-02-11,Utilities,1294
1,Alice Smith,Low,2024-02-12,Groceries,674
1,Alice Smith,Low,2024-02-12,Dining,622
1,Alice Smith,Low,2024-02-12,Travel,726
1,Alice Smith,Low,2024-02-12,Shopping,943
1,Alice Smith,Low,2024-02-12,Entertainment,927
1,Alice Smith,Low,2024-02-12,Healthcare,1606
1,Alice Smith,Low,2024-02-12,Electronics,1264
1,Alice Smith,Low,2024-02-12,Utilities,1131
1,Alice Smith,Low,2024-02-13,Groceries,564
1,Alice Smith,Low,2024-02-13,Dining,1804
1,Alice Smith,Low,2024-02-13,Travel,1914
1,Alice Smith,Low,2024-02-13,Shopping,927
1,Alice Smith,Low,2024-02-13,Entertainment,1117
1,Alice Smith,Low,2024-02-13,Healthcare,1424
1,Alice Smith,Low,2024-02-13,Electronics,1311
1,Alice Smith,Low,2024-02-13,Utilities,606
1,Alice Smith,Low,2024-02-14,Groceries,1158
1,Alice Smith,Low,2024-02-14,Dining,1785
1,Alice Smith,Low,2024-02-14,Travel,1682
1,Alice Smith,Low,2024-02-14,Shopping,764
1,Alice Smith,Low,2024-02-14,Entertainment,1991
1,Alice Smith,Low,2024-02-14,Healthcare,1725
1,Alice Smith,Low,2024-02-14,Electronics,654
1,Alice Smith,Low,2024-02-14,Utilities,1536
1,Alice Smith,Low,2024-02-15,Groceries,1820
1,Alice Smith,Low,2024-02-15,Dining,1395
1,Alice Smith,Low,2024-02-15,Travel,1492
1,Alice Smith,Low,2024-02-15,Shopping,744
1,Alice Smith,Low,2024-02-15,Entertainment,1823
1,Alice Smith,Low,2024-02-15,Healthcare,1885
1,Alice Smith,Low,2024-02-15,Electronics,1877
1,Alice Smith,Low,2024-02-15,Utilities,885
1,Alice Smith,Low,2024-02-16,Groceries,1258
1,Alice Smith,Low,2024-02-16,Dining,1835
1,Alice Smith,Low,2024-02-16,Travel,913
1,Alice Smith,Low,2024-02-16,Shopping,1801
1,Alice Smith,Low,2024-02-16,Entertainment,1214
1,Alice Smith,Low,2024-02-16,Healthcare,1258
1,Alice Smith,Low,2024-02-16,Electronics,1246
1,Alice Smith,Low,2024-02-16,Utilities,1092
1,Alice Smith,Low,2024-02-17,Groceries,1879
1,Alice Smith,Low,2024-02-17,Dining,1338
1,Alice Smith,Low,2024-02-17,Travel,515
1,Alice Smith,Low,2024-02-17,Shopping,1492
1,Alice Smith,Low,2024-02-17,Entertainment,1568
1,Alice Smith,Low,2024-02-17,Healthcare,1844
1,Alice Smith,Low,2024-02-17,Electronics,1150
1,Alice Smith,Low,2024-02-17,Utilities,1849
1,Alice Smith,Low,2024-02-18,Groceries,647
1,Alice Smith,Low,2024-02-18,Dining,854
1,Alice Smith,Low,2024-02-18,Travel,1759
1,Alice Smith,Low,2024-02-18,Shopping,1202
1,Alice Smith,Low,2024-02-18,Entertainment,1112
1,Alice Smith,Low,2024-02-18,Healthcare,604
1,Alice Smith,Low,2024-02-18,Electronics,1997
1,Alice Smith,Low,2024-02-18,Utilities,895
1,Alice Smith,Low,2024-02-19,Groceries,1969
1,Alice Smith,Low,2024-02-19,Dining,1105
1,Alice Smith,Low,2024-02-19,Travel,1743
1,Alice Smith,Low,2024-02-19,Shopping,1350
1,Alice Smith,Low,2024-02-19,Entertainment,941
1,Alice Smith,Low,2024-02-19,Healthcare,1372
1,Alice Smith,Low,2024-02-19,Electronics,1166
1,Alice Smith,Low,2024-02-19,Utilities,1551
1,Alice Smith,Low,2024-02-20,Groceries,1293
1,Alice Smith,Low,2024-02-20,Dining,974
1,Alice Smith,Low,2024-02-20,Travel,1127
1,Alice Smith,Low,2024-02-20,Shopping,1828
1,Alice Smith,Low,2024-02-20,Entertainment,1928
1,Alice Smith,Low,2024-02-20,Healthcare,1001
1,Alice Smith,Low,2024-02-20,Electronics,847
1,Alice Smith,Low,2024-02-20,Utilities,1763
1,Alice Smith,Low,2024-02-21,Groceries,1517
1,Alice Smith,Low,2024-02-21,Dining,1069
1,Alice Smith,Low,2024-02-21,Travel,1194
1,Alice Smith,Low,2024-02-21,Shopping,1860
1,Alice Smith,Low,2024-02-21,Entertainment,525
1,Alice Smith,Low,2024-02-21,Healthcare,1932
1,Alice Smith,Low,2024-02-21,Electronics,1600
1,Alice Smith,Low,2024-02-21,Utilities,716
1,Alice Smith,Low,2024-02-22,Groceries,1851
1,Alice Smith,Low,2024-02-22,Dining,1336
1,Alice Smith,Low,2024-02-22,Travel,1273
1,Alice Smith,Low,2024-02-22,Shopping,1546
1,Alice Smith,Low,2024-02-22,Entertainment,1169
1,Alice Smith,Low,2024-02-22,Healthcare,1217
1,Alice Smith,Low,2024-02-22,Electronics,809
1,Alice Smith,Low,2024-02-22,Utilities,1098
1,Alice Smith,Low,2024-02-23,Groceries,766
1,Alice Smith,Low,2024-02-23,Dining,1938
1,Alice Smith,Low,2024-02-23,Travel,1145
1,Alice Smith,Low,2024-02-23,Shopping,1790
1,Alice Smith,Low,2024-02-23,Entertainment,1856
1,Alice Smith,Low,2024-02-23,Healthcare,1522
1,Alice Smith,Low,2024-02-23,Electronics,949
1,Alice Smith,Low,2024-02-23,Utilities,1064
1,Alice Smith,Low,2024-02-24,Groceries,1770
1,Alice Smith,Low,2024-02-24,Dining,1559
1,Alice Smith,Low,2024-02-24,Travel,1924
1,Alice Smith,Low,2024-02-24,Shopping,527
1,Alice Smith,Low,2024-02-24,Entertainment,719
1,Alice Smith,Low,2024-02-24,Healthcare,905
1,Alice Smith,Low,2024-02-24,Electronics,770
1,Alice Smith,Low,2024-02-24,Utilities,1291
1,Alice Smith,Low,2024-02-25,Groceries,1462
1,Alice Smith,Low,2024-02-25,Dining,1809
1,Alice Smith,Low,2024-02-25,Travel,1977
1,Alice Smith,Low,2024-02-25,Shopping,1333
1,Alice Smith,Low,2024-02-25,Entertainment,816
1,Alice Smith,Low,2024-02-25,Healthcare,1820
1,Alice Smith,Low,2024-02-25,Electronics,837
1,Alice Smith,Low,2024-02-25,Utilities,1830
1,Alice Smith,Low,2024-02-26,Groceries,1951
1,Alice Smith,Low,2024-02-26,Dining,850
1,Alice Smith,Low,2024-02-26,Travel,1010
1,Alice Smith,Low,2024-02-26,Shopping,1024
1,Alice Smith,Low,2024-02-26,Entertainment,991
1,Alice Smith,Low,2024-02-26,Healthcare,508
1,Alice Smith,Low,2024-02-26,Electronics,1060
1,Alice Smith,Low,2024-02-26,Utilities,939
1,Alice Smith,Low,2024-02-27,Groceries,1291
1,Alice Smith,Low,2024-02-27,Dining,1631
1,Alice Smith,Low,2024-02-27,Travel,1768
1,Alice Smith,Low,2024-02-27,Shopping,1778
1,Alice Smith,Low,2024-02-27,Entertainment,532
1,Alice Smith,Low,2024-02-27,Healthcare,1546
1,Alice Smith,Low,2024-02-27,Electronics,1344
1,Alice Smith,Low,2024-02-27,Utilities,1065
1,Alice Smith,Low,2024-02-28,Groceries,548
1,Alice Smith,Low,2024-02-28,Dining,961
1,Alice Smith,Low,2024-02-28,Travel,1089
1,Alice Smith,Low,2024-02-28,Shopping,835
1,Alice Smith,Low,2024-02-28,Entertainment,1881
1,Alice Smith,Low,2024-02-28,Healthcare,1645
1,Alice Smith,Low,2024-02-28,Electronics,1967
1,Alice Smith,Low,2024-02-28,Utilities,858
1,Alice Smith,Low,2024-02-29,Groceries,845
1,Alice Smith,Low,2024-02-29,Dining,692
1,Alice Smith,Low,2024-02-29,Travel,1939
1,Alice Smith,Low,2024-02-29,Shopping,1900
1,Alice Smith,Low,2024-02-29,Entertainment,1986
1,Alice Smith,Low,2024-02-29,Healthcare,1255
1,Alice Smith,Low,2024-02-29,Electronics,1669
1,Alice Smith,Low,2024-02-29,Utilities,977
1,Alice Smith,Low,2024-03-01,Groceries,1327
1,Alice Smith,Low,2024-03-01,Dining,1389
1,Alice Smith,Low,2024-03-01,Travel,1152
1,Alice Smith,Low,2024-03-01,Shopping,907
1,Alice Smith,Low,2024-03-01,Entertainment,785
1,Alice Smith,Low,2024-03-01,Healthcare,1350
1,Alice Smith,Low,2024-03-01,Electronics,610
1,Alice Smith,Low,2024-03-01,Utilities,1119
1,Alice Smith,Low,2024-03-02,Groceries,1292
1,Alice Smith,Low,2024-03-02,Dining,549
1,Alice Smith,Low,2024-03-02,Travel,1537
1,Alice Smith,Low,2024-03-02,Shopping,1657
1,Alice Smith,Low,2024-03-02,Entertainment,1087
1,Alice Smith,Low,2024-03-02,Healthcare,1095
1,Alice Smith,Low,2024-03-02,Electronics,1866
1,Alice Smith,Low,2024-03-02,Utilities,1169
1,Alice Smith,Low,2024-03-03,Groceries,1809
1,Alice Smith,Low,2024-03-03,Dining,813
1,Alice Smith,Low,2024-03-03,Travel,1105
1,Alice Smith,Low,2024-03-03,Shopping,796
1,Alice Smith,Low,2024-03-03,Entertainment,1068
1,Alice Smith,Low,2024-03-03,Healthcare,1687
1,Alice Smith,Low,2024-03-03,Electronics,1331
1,Alice Smith,Low,2024-03-03,Utilities,1109
1,Alice Smith,Low,2024-03-04,Groceries,515
1,Alice Smith,Low,2024-03-04,Dining,1867
1,Alice Smith,Low,2024-03-04,Travel,1601
1,Alice Smith,Low,2024-03-04,Shopping,1869
1,Alice Smith,Low,2024-03-04,Entertainment,571
1,Alice Smith,Low,2024-03-04,Healthcare,769
1,Alice Smith,Low,2024-03-04,Electronics,786
1,Alice Smith,Low,2024-03-04,Utilities,565
1,Alice Smith,Low,2024-03-05,Groceries,1379
1,Alice Smith,Low,2024-03-05,Dining,567
1,Alice Smith,Low,2024-03-05,Travel,1716
1,Alice Smith,Low,2024-03-05,Shopping,1578
1,Alice Smith,Low,2024-03-05,Entertainment,1479
1,Alice Smith,Low,2024-03-05,Healthcare,1902
1,Alice Smith,Low,2024-03-05,Electronics,1473
1,Alice Smith,Low,2024-03-05,Utilities,1691
1,Alice Smith,Low,2024-03-06,Groceries,1932
